evidence_id	original_source	original_reference_build	original_chrom	original_start	original_end	mapped_reference_build	mapped_chrom	mapped_start	mapped_end	mapping_method	mapping_confidence	mapping_status	failure_reason	notes
KGE_00000413	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	22604528	22606674	IRGSP-1.0 / GCF_001433935.1	1	22604528	22606674	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000414	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	22731943	22733237	IRGSP-1.0 / GCF_001433935.1	1	22731943	22733237	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000415	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	22808603	22810801	IRGSP-1.0 / GCF_001433935.1	1	22808603	22810801	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000416	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	22855514	22859716	IRGSP-1.0 / GCF_001433935.1	1	22855514	22859716	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000417	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	22868370	22872278	IRGSP-1.0 / GCF_001433935.1	1	22868370	22872278	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000418	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	22879904	22895941	IRGSP-1.0 / GCF_001433935.1	1	22879904	22895941	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000419	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	22879868	22886954	IRGSP-1.0 / GCF_001433935.1	1	22879868	22886954	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000420	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	22888322	22895941	IRGSP-1.0 / GCF_001433935.1	1	22888322	22895941	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000421	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	22908290	22910674	IRGSP-1.0 / GCF_001433935.1	1	22908290	22910674	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000422	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	22955070	22959148	IRGSP-1.0 / GCF_001433935.1	1	22955070	22959148	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000423	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	22988229	22991922	IRGSP-1.0 / GCF_001433935.1	1	22988229	22991922	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000424	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	23097292	23106301	IRGSP-1.0 / GCF_001433935.1	1	23097292	23106301	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000425	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	23113647	23119704	IRGSP-1.0 / GCF_001433935.1	1	23113647	23119704	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000426	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	23224373	23226605	IRGSP-1.0 / GCF_001433935.1	1	23224373	23226605	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000427	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	23316218	23322871	IRGSP-1.0 / GCF_001433935.1	1	23316218	23322871	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000428	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	23347750	23349352	IRGSP-1.0 / GCF_001433935.1	1	23347750	23349352	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000429	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	23447173	23448687	IRGSP-1.0 / GCF_001433935.1	1	23447173	23448687	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000430	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	23498445	23502375	IRGSP-1.0 / GCF_001433935.1	1	23498445	23502375	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000431	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	23631696	23635511	IRGSP-1.0 / GCF_001433935.1	1	23631696	23635511	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000432	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	23639654	23642878	IRGSP-1.0 / GCF_001433935.1	1	23639654	23642878	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000433	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	23663277	23664196	IRGSP-1.0 / GCF_001433935.1	1	23663277	23664196	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000434	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	23770115	23771515	IRGSP-1.0 / GCF_001433935.1	1	23770115	23771515	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000435	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	23847015	23850623	IRGSP-1.0 / GCF_001433935.1	1	23847015	23850623	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000436	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	23919276	23921549	IRGSP-1.0 / GCF_001433935.1	1	23919276	23921549	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000437	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	23938399	23949885	IRGSP-1.0 / GCF_001433935.1	1	23938399	23949885	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000438	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	23976021	23981901	IRGSP-1.0 / GCF_001433935.1	1	23976021	23981901	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000439	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	24021928	24027660	IRGSP-1.0 / GCF_001433935.1	1	24021928	24027660	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000440	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	24075070	24082181	IRGSP-1.0 / GCF_001433935.1	1	24075070	24082181	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000441	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	24107088	24115287	IRGSP-1.0 / GCF_001433935.1	1	24107088	24115287	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000442	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	24136871	24144292	IRGSP-1.0 / GCF_001433935.1	1	24136871	24144292	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000443	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	24145891	24148846	IRGSP-1.0 / GCF_001433935.1	1	24145891	24148846	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000444	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	24181111	24183979	IRGSP-1.0 / GCF_001433935.1	1	24181111	24183979	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000445	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	24187312	24189794	IRGSP-1.0 / GCF_001433935.1	1	24187312	24189794	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000446	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	24282911	24285306	IRGSP-1.0 / GCF_001433935.1	1	24282911	24285306	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000447	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	24296432	24299415	IRGSP-1.0 / GCF_001433935.1	1	24296432	24299415	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000448	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	24380637	24386666	IRGSP-1.0 / GCF_001433935.1	1	24380637	24386666	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000449	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	24390875	24391711	IRGSP-1.0 / GCF_001433935.1	1	24390875	24391711	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000450	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	24392841	24393423	IRGSP-1.0 / GCF_001433935.1	1	24392841	24393423	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000451	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	24428205	24436102	IRGSP-1.0 / GCF_001433935.1	1	24428205	24436102	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000452	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	24471931	24478431	IRGSP-1.0 / GCF_001433935.1	1	24471931	24478431	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000453	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	24471977	24478429	IRGSP-1.0 / GCF_001433935.1	1	24471977	24478429	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000454	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	24498791	24504856	IRGSP-1.0 / GCF_001433935.1	1	24498791	24504856	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000455	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	24534950	24546684	IRGSP-1.0 / GCF_001433935.1	1	24534950	24546684	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000456	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	24537291	24546684	IRGSP-1.0 / GCF_001433935.1	1	24537291	24546684	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000457	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	24643224	24644218	IRGSP-1.0 / GCF_001433935.1	1	24643224	24644218	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000458	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	24703771	24708911	IRGSP-1.0 / GCF_001433935.1	1	24703771	24708911	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000459	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	24813577	24820593	IRGSP-1.0 / GCF_001433935.1	1	24813577	24820593	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000460	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	24839124	24843459	IRGSP-1.0 / GCF_001433935.1	1	24839124	24843459	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000461	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	24855757	24857635	IRGSP-1.0 / GCF_001433935.1	1	24855757	24857635	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000462	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	24913624	24924014	IRGSP-1.0 / GCF_001433935.1	1	24913624	24924014	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000463	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	24937665	24942799	IRGSP-1.0 / GCF_001433935.1	1	24937665	24942799	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000464	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	24945282	24947217	IRGSP-1.0 / GCF_001433935.1	1	24945282	24947217	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000465	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	24981269	24982666	IRGSP-1.0 / GCF_001433935.1	1	24981269	24982666	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000466	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	25009514	25012233	IRGSP-1.0 / GCF_001433935.1	1	25009514	25012233	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000467	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	25009546	25011602	IRGSP-1.0 / GCF_001433935.1	1	25009546	25011602	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000468	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	25152108	25158338	IRGSP-1.0 / GCF_001433935.1	1	25152108	25158338	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000469	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	25353805	25361883	IRGSP-1.0 / GCF_001433935.1	1	25353805	25361883	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000470	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	25368481	25371006	IRGSP-1.0 / GCF_001433935.1	1	25368481	25371006	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000471	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	25382714	25384678	IRGSP-1.0 / GCF_001433935.1	1	25382714	25384678	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000472	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	25519992	25523268	IRGSP-1.0 / GCF_001433935.1	1	25519992	25523268	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000473	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	25524187	25532029	IRGSP-1.0 / GCF_001433935.1	1	25524187	25532029	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000474	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	25579802	25583765	IRGSP-1.0 / GCF_001433935.1	1	25579802	25583765	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000475	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	25585914	25589162	IRGSP-1.0 / GCF_001433935.1	1	25585914	25589162	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000476	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	25592575	25593523	IRGSP-1.0 / GCF_001433935.1	1	25592575	25593523	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000477	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	25615791	25617367	IRGSP-1.0 / GCF_001433935.1	1	25615791	25617367	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000478	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	25636995	25640474	IRGSP-1.0 / GCF_001433935.1	1	25636995	25640474	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000479	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	25640719	25647590	IRGSP-1.0 / GCF_001433935.1	1	25640719	25647590	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000480	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	25696671	25705077	IRGSP-1.0 / GCF_001433935.1	1	25696671	25705077	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000481	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	25692732	25705082	IRGSP-1.0 / GCF_001433935.1	1	25692732	25705082	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000482	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	25700370	25705090	IRGSP-1.0 / GCF_001433935.1	1	25700370	25705090	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000483	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	25836151	25839983	IRGSP-1.0 / GCF_001433935.1	1	25836151	25839983	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000484	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	25863717	25868263	IRGSP-1.0 / GCF_001433935.1	1	25863717	25868263	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000485	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	25880204	25883718	IRGSP-1.0 / GCF_001433935.1	1	25880204	25883718	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000486	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	25931149	25931730	IRGSP-1.0 / GCF_001433935.1	1	25931149	25931730	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000487	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	25959714	25961440	IRGSP-1.0 / GCF_001433935.1	1	25959714	25961440	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000488	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	25973568	25980398	IRGSP-1.0 / GCF_001433935.1	1	25973568	25980398	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000489	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	25994669	25996837	IRGSP-1.0 / GCF_001433935.1	1	25994669	25996837	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000490	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	25994731	25996756	IRGSP-1.0 / GCF_001433935.1	1	25994731	25996756	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000491	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	26033145	26034815	IRGSP-1.0 / GCF_001433935.1	1	26033145	26034815	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000492	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	26044168	26045843	IRGSP-1.0 / GCF_001433935.1	1	26044168	26045843	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000493	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	26086062	26088337	IRGSP-1.0 / GCF_001433935.1	1	26086062	26088337	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000494	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	26119741	26126165	IRGSP-1.0 / GCF_001433935.1	1	26119741	26126165	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000495	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	26170046	26171566	IRGSP-1.0 / GCF_001433935.1	1	26170046	26171566	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000496	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	26190754	26194403	IRGSP-1.0 / GCF_001433935.1	1	26190754	26194403	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000497	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	26198060	26201710	IRGSP-1.0 / GCF_001433935.1	1	26198060	26201710	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000498	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	26202814	26206936	IRGSP-1.0 / GCF_001433935.1	1	26202814	26206936	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000499	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	26293205	26295001	IRGSP-1.0 / GCF_001433935.1	1	26293205	26295001	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000500	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	26299105	26303100	IRGSP-1.0 / GCF_001433935.1	1	26299105	26303100	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
